Date,AMEX Airline Index,AMEX Biotech Index,AMEX Composite Index,AMEX Computer Hardware,AMEX Computer Technology,AMEX Consumer Select SPIDER,AMEX Consumer Staples SPIDER,AMEX Defense Index,AMEX Disk Drive Index,AMEX Dollar Index,AMEX Gold Bugs Index,AMEX Hong Kong 30 Index,AMEX Institutional Index Open,AMEX International Market Index,AMEX Japan Index,AMEX Major Market Index,AMEX Mexico Index,AMEX Networking Index,AMEX North American Telecommunication Index,AMEX Pharmaceutical Index,AMEX Securities Broker Dealers,AMEX Select Sector SPIDER - Energy Index,AMEX Select Sector SPIDER - Financial Index,AMEX Select Sector SPIDER - Healthcare Index,AMEX Select Sector SPIDER - Technology Index,AMEX Tobacco Index,AMEX Utilities Select Select SPIDER,British Pound,CAC 40,Canadian Dollar,CBOE 10-Year Treasury Note,CBOE 30-Year Treasury Bond,Crude Oil,DJ  Composite,DJ  Industrials,DJ UBS Commodity Index,FTSE 100,Ftse 100 Index,Hang Seng Index,ML High Yield Master II,NASDAQ 100,Natural Gas,Nikkei 225,NYSE Composite,Russell 1000,Russell 2000,Russell 3000,Russell MidCap Value Total Return Index,S&P 500,S&P 500 [Tr],S&P GSCI Commodity Index Spot,S&P Midcap 400 Index,S&P Smallcap 600,US CMT 10 Years,US CMT 5 Years,VIX
11/30/1999,-0.040197368,0.096441484,0.039972527,0.181789595,0.095666201,0.004057153,0.003818175,0.02198203,0.161506069,0.029578034,-0.055520663,0.163129749,0.031166778,0.047565901,0.034423222,0.011987729,0.179083708,0.173565065,0.056777034,-0.006138751,0.013013699,-0.004500018,-0.048793838,0.006126113,0.098982314,-0.01751493,-0.028464596,0.030749922,0.092664187,0.00067981,0.026666667,0.021138211,0.130574713,-0.01493181,0.013788624,0.019578995,0.054590214,0.054590214,0.159934223,0.0130346,0.124844546,-0.221884498,0.034341057,0.009129741,0.024703404,0.059350504,0.027006194,-0.018342871,0.019061874,0.020326681,0.04559237,0.050923377,0.041042864,0.026578073,0.023450586,0.089189189
12/31/1999,0.051956954,0.35874206,0.0530253,0.084673605,0.200387447,0.085593816,-0.077834721,0.057390345,0.0540627,-0.001176586,-0.015427583,0.105522578,0.06036699,0.137473999,0.02519299,0.021588659,0.173944621,0.170495334,0.082029001,-0.093968057,0.040498007,0.008633147,-0.021620289,0.092941876,0.162559354,-0.126695396,-0.017440449,-0.013312693,0.115451867,-0.019021739,0.043831169,0.031847134,0.041073607,0.042448654,0.056933335,0.024198024,0.050475959,0.050475959,0.103068896,0.006046884,0.249812081,0.010850694,0.02026648,0.030292496,0.059765959,0.111588266,0.063247199,0.02678272,0.057843921,0.058895635,0.025730254,0.058813725,0.081528871,0.04368932,0.04091653,-0.032258065
1/31/2000,-0.16537434,0.107193951,-0.019065646,-0.048817052,-0.033861956,-0.120695236,0.003603682,-0.176510294,-0.11198786,0.032001571,-0.110765906,-0.086449494,-0.042472502,-0.069009734,0.033884508,-0.033353917,-0.086768231,-0.031721694,-0.030488809,0.036881739,-0.051133817,0.004665344,-0.033777255,-0.021899914,-0.067086806,-0.066123,-0.017891171,-0.002576,-0.050099693,0.001592798,0.037325039,0.00154321,0.0796875,-0.039911274,-0.048411254,0.049203425,-0.09548065,-0.09548065,-0.08429145,-0.003842354,-0.037159201,0.14297982,0.03197154,-0.043933334,-0.04152506,-0.016879643,-0.039807894,-0.059805263,-0.050903522,-0.050242406,0.060758713,-0.0289653,-0.031396936,0.035658915,0.055031447,0.066239316
2/29/2000,-0.0877508,0.618504845,0.131333915,0.074648251,0.124723455,-0.057937939,-0.111832144,-0.004396423,-0.007404876,0.007514506,0.021114993,0.10424675,-0.019559107,0.053788296,0.02234142,-0.110709881,0.191125413,0.30083046,0.003187876,-0.117960991,0.063689605,-0.0404768,-0.108656898,-0.066516089,0.106321441,-0.105901329,-0.122848622,0.015382124,0.093845906,0.003802807,-0.03898051,-0.055469954,0.100940666,-0.075503307,-0.074239548,0.012911889,-0.005727048,-0.005727048,0.105399444,0.002148997,0.195204549,0.037190083,0.021485489,-0.046788794,-0.004129986,0.164198053,0.007863679,-0.041821761,-0.020108142,-0.018928661,0.046762939,0.068760277,0.133155862,-0.038922156,-0.01490313,-0.063326653
3/31/2000,0.240992726,-0.287343541,0.032674702,0.084288838,0.097202603,0.138084633,0.03190453,0.09767233,0.278893607,-0.004531722,-0.074233859,0.013591702,0.098905395,0.042518611,0.016510229,0.060460337,0.021256932,-0.048015798,0.099493384,0.083460687,0.192105322,0.119236339,0.181414634,0.091173686,0.077749525,0.029237947,0.091225627,-0.000797321,0.015359492,0.00213528,-0.060842434,-0.045676998,-0.116003943,0.079938172,0.078355619,0.004691006,0.0493534,0.0493534,0.01380942,-0.014680816,0.030677722,0.066642521,0.018928311,0.092906317,0.088603623,-0.06685015,0.07595217,0.121221016,0.096719896,0.097823201,-0.042266562,0.082798821,-0.037495969,-0.060747664,-0.04387292,0.01283697
4/30/2000,-0.010550996,-0.025185037,-0.082166701,-0.077121708,-0.086353355,-0.014144951,0.063110692,0.004704759,-0.158395405,0.044575114,-0.052868391,-0.113148055,-0.038000065,-0.03236814,-0.110285065,0.006943203,-0.116811695,-0.032744184,-0.066308552,0.080860128,-0.120195173,-0.011065337,-0.032495148,-0.016004114,-0.087990962,0.085040798,0.068208266,0.028566869,0.021264546,0.017801911,0.031561462,0.018803419,-0.043122677,0.008620158,-0.017214006,-0.016646366,-0.032537231,-0.032537231,-0.108421318,2.79018E-05,-0.14203791,0.06655348,-0.11622082,-0.005466803,-0.033095653,-0.060917472,-0.035071365,0.004003696,-0.03079582,-0.030081006,-0.017739753,-0.035702135,-0.017564011,0.033167496,0.037974684,0.106886354
5/31/2000,0.091092835,-0.037717264,-0.018949537,-0.134223359,-0.108935274,-0.063416333,0.069310008,0.042551748,-0.162934528,-0.012711095,-0.031387852,-0.050370077,-0.039893319,-0.043816262,-0.092128373,-0.002223696,-0.144163317,0.007266033,-0.078223418,0.036193672,-0.074277126,0.101356469,0.065423353,-0.029197557,-0.101982074,0.104445187,-0.005903852,0.037548487,0.001018736,0.016950297,0.011272142,0.010067114,0.127039627,-0.015976394,-0.019711363,0.061519405,0.005041565,0.005041565,-0.051899248,-0.012583354,-0.119024271,0.386819484,-0.091313975,-0.000869161,-0.026698463,-0.059397531,-0.028943869,0.017193252,-0.021914998,-0.020518062,0.098371143,-0.013863235,-0.030348792,0.009630819,-0.00304878,-0.097328244
6/30/2000,0.013158735,0.373829783,0.034166878,0.224222838,0.126509318,-0.042314271,0.050824233,0.053280823,0.035796178,-0.017472871,0.021544929,0.096911578,0.042799785,0.023118254,0.066244577,-0.037755991,0.144409652,0.201281341,0.065621151,0.082555838,0.1324629,-0.055173492,-0.060604847,-0.002422204,0.097070637,0.003026176,-0.036623303,-0.015103933,0.003155801,-0.014675609,-0.041401274,-0.023255814,0.120303344,-0.021981256,-0.007074479,0.018669778,-0.007327851,-0.007327851,0.097997398,0.019299237,0.13228021,0.027548209,0.066040306,-0.001040373,0.024900796,0.086206897,0.029005543,-0.037273262,0.023933549,0.024653838,0.056048387,0.013889766,0.058528008,-0.041335453,-0.055045872,-0.173784355
7/31/2000,0.06184982,-0.081942784,-0.031467373,0.007014456,-0.031355365,0.013045504,-0.043110602,0.046166682,0.01229861,0.025552228,-0.14951989,0.04473938,-0.021814315,-0.077818726,-0.096547174,-0.007794938,-0.069451151,0.012058431,-0.072881082,-0.067000641,0.15714978,-0.026765922,0.101483882,-0.015613935,-0.051165887,0.030773872,0.015668575,0.010628606,0.014883953,-0.003706699,0.00166113,-0.017006803,-0.156,0.031084913,0.007091384,-0.054982818,0.008332409,0.008332409,0.042412066,0.005377984,-0.041033108,-0.156836461,-0.096694915,-0.003577433,-0.018332294,-0.032074706,-0.019273266,0.023367633,-0.016341262,-0.015634703,-0.094947181,0.014944891,-0.025011865,0.001658375,-0.003236246,0.061412487
8/31/2000,-0.071844199,0.307486812,0.040863157,0.174139911,0.108846993,-0.049440442,-0.013709944,0.055294639,0.464949581,0.027653555,0.021774194,0.022699118,0.047828276,0.037278483,0.073697663,0.048725946,0.030787858,0.094070609,-0.027687036,-0.006616281,0.181559615,0.097395975,0.092637039,0.037923947,0.099216558,0.204692912,0.035297518,0.029597356,0.012675602,-0.000473517,-0.049751244,-0.019031142,0.207437113,0.053836002,0.065873533,0.092626263,0.048293089,0.048293089,0.015232486,0.009816086,0.12972973,0.26709062,0.072088426,0.052916731,0.073586828,0.074404762,0.073640682,0.061309132,0.060699035,0.062113902,0.145642901,0.110293065,0.087913158,-0.051324503,-0.029220779,-0.18804243
9/30/2000,-0.09973132,-0.00462951,0.011478781,-0.260562632,-0.208013973,0.005080235,0.048233127,-0.019341115,0.147868635,0.005772647,-0.077742699,-0.090087522,-0.079081856,-0.077668617,-0.064728221,-0.030535136,-0.060323853,-0.149197114,-0.065339485,0.057945027,-0.02901911,0.018338961,0.023454384,-0.035977159,-0.177348723,0.009030168,0.13051368,-0.002480665,-0.054153548,0.015768814,0.008726003,0.035273369,-0.06884058,-0.023345837,-0.050305392,-0.011555884,-0.056723665,-0.056723665,-0.084721693,-0.008655763,-0.124333246,0.08448348,-0.066068609,-0.017033776,-0.047548603,-0.030712599,-0.046422056,0.009575036,-0.053482948,-0.052793393,-0.028314239,-0.007533616,-0.027741733,0.012216405,-0.02173913,0.221496437
10/31/2000,0.068428906,-0.046224601,-0.047164967,-0.029705248,-0.021460684,-0.015243902,0.062669756,0.065589679,-0.157503071,0.030022075,-0.173513051,-0.047885045,-0.017964285,-0.011957132,-0.077631659,0.020528453,-0.028392857,-0.106867344,0.00086608,0.019952057,-0.046175607,-0.028077754,-0.004223353,0.013455678,-0.057672414,0.031984911,0.055871095,0.008338209,0.020909165,0.020387767,-0.003460208,-0.015332198,0.060311284,0.029975173,0.030065008,-0.02899364,0.022909981,0.022909981,-0.048159049,-0.031840467,-0.080745307,-0.134207482,-0.076690167,0.004494488,-0.012347916,-0.045437981,-0.014580832,0.019011298,-0.004949496,-0.004229104,-0.003242378,-0.034594755,0.005752681,-0.005172414,-0.003418803,0.148760331
11/30/2000,-0.011705241,-0.209415098,-0.068965138,-0.29429198,-0.179186105,-0.025745478,0.044916369,-0.018803236,-0.302203928,-0.012087441,0.090862024,-0.064179186,-0.089882756,-0.068555046,0.00696452,-0.020361285,-0.096397721,-0.22136083,-0.159527055,0.048928139,-0.219428189,-0.051799687,-0.059551538,-0.085810811,-0.203275089,0.066498153,-0.002104894,0.019730161,-0.073398711,0.007704865,-0.055555556,-0.032871972,0.034250765,-0.031791625,-0.050737663,0.074841071,-0.046005219,-0.046005219,-0.061156711,-0.038349929,-0.236346464,0.467483296,0.007490577,-0.054413886,-0.092600844,-0.103962385,-0.093335195,-0.013035799,-0.08006856,-0.078835206,0.083097461,-0.076494223,-0.104786309,-0.050259965,-0.070325901,0.254760897
12/31/2000,0.136944818,0.092901447,0.060430669,-0.129178565,-0.131502141,0.070204047,0.028057554,-0.002129286,-0.102863463,-0.049288442,-0.027764594,0.091694741,-0.023137645,-0.00585799,-0.05767976,0.039764558,-0.075256788,-0.09814458,-0.064744793,0.012538475,0.147001144,0.100445618,0.088237469,0.014301552,-0.101906074,0.155952598,-0.018661745,-0.046948357,-0.000280023,-0.028834316,-0.060661765,-0.023255814,-0.207569486,0.048130116,0.035863494,0.027063357,0.013073492,0.013073492,0.079455736,0.022750133,-0.065763961,0.483533161,-0.058901554,0.043016194,0.011106297,0.084293851,0.015787927,0.088209396,0.004053386,0.004889467,-0.036898354,0.075690079,0.122418728,-0.065693431,-0.079335793,-0.094435076
1/31/2001,0.007872152,-0.014409131,0.036056809,0.271026235,0.172052045,0.114866185,-0.073407978,-0.010149368,0.485890411,0.008762322,0.164022455,0.061250503,0.037932393,0.017392173,0.006578036,-0.02013809,0.171230617,0.109222403,0.161045515,-0.084022531,0.12627342,-0.033505309,-0.004280037,0.07345065,0.189317906,0.005740963,-0.050064185,0.020749366,0.012160799,0.003402722,0.01369863,0.014652015,0.069402985,-0.006538035,0.009211169,-0.028269784,0.012053033,0.012053033,0.066696565,0.063318967,0.107315198,-0.416163683,0.004197106,0.01030585,0.03208159,0.051310157,0.033386152,-0.003628153,0.034636592,0.035480254,-0.080957395,0.021596935,0.042351655,0.013671875,-0.028056112,-0.179888268
2/28/2001,-0.108116044,-0.053008733,-0.024082914,-0.151540446,-0.22914407,-0.066374628,0.005248848,-0.088909156,-0.165022587,0.013481723,0.154330048,-0.078943043,-0.11882393,-0.096118248,-0.070096994,-0.011118898,-0.036150235,-0.343895482,-0.153231694,0.005002562,-0.1829438,-0.013717762,-0.067171562,-0.01978753,-0.247171383,0.163969389,0.007888121,0.01374671,-0.105194807,0.017288384,-0.052123552,-0.036101083,-0.044312631,-0.025681014,-0.036012403,-0.008350543,-0.060277888,-0.060277888,-0.081632805,0.015179543,-0.264049364,-0.082530226,-0.069347097,-0.055301654,-0.09452633,-0.066825353,-0.092615803,-0.004230794,-0.092290686,-0.09117763,-0.021768827,-0.058041296,-0.061689021,-0.052023121,-0.030927835,0.28746594
3/31/2001,-0.083294923,-0.205729343,-0.033798969,-0.06564708,-0.10522452,-0.020156901,-0.064685774,-0.070011527,-0.007949652,0.04785287,-0.096821072,-0.138405787,-0.071098704,-0.044869209,0.014425211,-0.063527181,-0.043838285,-0.22596552,-0.086189641,-0.064903846,-0.141729083,-0.028383524,-0.031012288,-0.061253463,-0.114486649,-0.009942876,-0.006922141,0.018609348,-0.03484503,0.030590235,0,0.020599251,-0.040160643,-0.047088609,-0.058740691,-0.034407823,-0.048023792,-0.048023792,-0.137087356,-0.02001715,-0.17558376,-0.040297937,0.009016155,-0.049892217,-0.067084448,-0.050256129,-0.065905484,-0.027689353,-0.06420472,-0.063351609,-0.041668544,-0.075091501,-0.046514876,0.00203252,-0.017021277,0.010229277
4/30/2001,0.070464014,0.207978904,0.085218462,0.02737628,0.153398058,0.04746399,0.012771597,0.064974884,0.068002226,-0.012950498,0.128318584,0.03621272,0.088833826,0.091679932,0.070589951,0.082829646,0.051859399,0.087487234,0.064563702,0.028251668,0.145244216,0.096900606,0.035741244,0.06963963,0.160532151,0.131426394,0.038588339,-0.015861776,0.088714301,-0.022007991,0.087576375,0.058715596,0.08254089,0.061791455,0.086669609,0.019411103,0.059144079,0.059144079,0.049010081,-0.013562659,0.179183219,-0.065671642,0.071895505,0.065758492,0.079526837,0.077220163,0.079365079,0.054967058,0.076814355,0.07770725,0.054009589,0.109562533,0.075642153,0.085192698,0.075757576,-0.110335196
5/31/2001,0.016640945,0.060594324,-0.012765555,-0.089350601,-0.041044245,0.015470139,0.01637784,-0.039754977,-0.040016674,0.027794562,0.117468806,-0.015082794,0.001541579,-0.033776746,-0.04488795,0.012665521,0.034192174,-0.07821304,-0.044238233,0.012172025,0.013507394,-0.013758895,0.038261123,0.034001172,-0.040018064,0.025040893,0.004867283,0.008778241,-0.032950179,0.002594034,0.013108614,0.001733102,-0.003162333,0.01635555,0.016485374,-0.024100819,-0.028624579,-0.028624579,-0.015809754,0.017546778,-0.029787349,-0.166347178,-0.048239168,0.010775387,0.005296707,0.023036347,0.006573194,0.028391895,0.005090199,0.006703373,-0.02947866,0.022104211,0.018386526,0.014953271,-0.006036217,-0.111459969
6/30/2001,-0.047851627,0.015337118,-0.023232549,-0.035553509,0.03240363,-0.0073111,-0.046859149,0.008516203,-0.015848893,0.003023432,0.01004945,-0.010162348,-0.033437413,-0.057595171,-0.019112823,-0.019623388,-0.007867378,-0.144957066,-0.027272727,-0.053990669,-0.016882637,-0.08657905,-0.001193276,-0.010738703,0.006223991,-0.043625185,-0.054604531,0.008559201,-0.041960401,-0.020375162,-0.003696858,-0.006920415,-0.074726824,-0.048154407,-0.037531365,-0.042605335,-0.026500578,-0.026500578,-0.010010315,-0.026343031,0.016834362,-0.208993357,-0.022099752,-0.031029426,-0.023777533,0.032507553,-0.019692165,-0.013330174,-0.025035435,-0.024341383,-0.068743682,-0.004697176,0.032721113,-0.001841621,0.006072874,-0.158127208
7/31/2001,-0.01649799,-0.134019944,-0.023523643,-0.156792022,-0.04342151,0.05503755,0.034999386,-0.041177773,-0.045996029,-0.018839488,-0.03995578,-0.060417291,-0.010464693,-0.026635728,-0.085502399,0.000256862,-0.035683942,-0.054099291,0.010320912,0.056913785,-0.051814086,-0.013929403,-0.017533996,-0.015507535,-0.055921171,-0.009446925,-0.00814664,-0.00834512,-0.026758119,0.010234401,-0.064935065,-0.041811847,0.003809524,0.000914699,0.001943365,0.009845427,-0.020097475,-0.020097475,-0.055651779,0.016255841,-0.080090045,0.064599483,-0.085455758,-0.007751372,-0.014242855,-0.05434613,-0.017045035,-0.004018957,-0.01074013,-0.00984647,-0.004736998,-0.015583465,-0.013986014,-0.064575646,-0.080482897,0.134312697
8/31/2001,-0.101846631,0.007267991,-0.025451624,-0.100459206,-0.12558681,-0.094497937,-0.008622053,-0.019856846,-0.056653948,-0.032087387,0.08455338,-0.088606533,-0.073675015,-0.053671558,-0.094609636,-0.031576344,-0.009789525,-0.15934379,-0.077689697,-0.048683718,-0.078216831,-0.049125839,-0.062410587,-0.058144711,-0.122428767,0.039931631,-0.039174795,-0.021109685,-0.077901725,0.010130719,-0.043650794,-0.023636364,0.032258065,-0.043495812,-0.054458838,-0.003217315,-0.033296558,-0.033296558,-0.09955678,0.007874016,-0.127054365,-0.277912621,-0.096727278,-0.047168944,-0.062375477,-0.033458476,-0.060451697,-0.018259799,-0.064108386,-0.062600151,0.00629648,-0.033773603,-0.023553104,-0.043392505,-0.024070022,0.152636448
9/30/2001,-0.468649455,-0.155818356,-0.073998168,-0.284545455,-0.172701112,-0.122360626,0.00187505,-0.137439004,-0.238141929,0.000529007,0.0891855,-0.100407006,-0.060259104,-0.114921322,-0.086406744,-0.079354167,-0.211863569,-0.2302533,-0.019671013,0.021718602,-0.125618938,-0.091512864,-0.060385276,-0.140410834,-0.168808056,-0.054477025,-0.008080943,-0.011802419,-0.130150512,0.020705273,-0.05186722,0.00744879,-0.138602941,-0.13615866,-0.110775648,-0.069737872,-0.08261927,-0.08261927,-0.102771025,-0.06908326,-0.205028237,-0.057142857,-0.087630478,-0.074849654,-0.085682735,-0.135927096,-0.089130922,-0.095414125,-0.08172339,-0.080751392,-0.104448933,-0.125073412,-0.135715567,-0.051546392,-0.118834081,0.281300161
10/31/2001,0.007089056,0.218124903,0.023393548,0.205551754,0.168051085,0.043963652,-0.003384701,-0.048886114,0.349259974,0.012072612,-0.05486701,0.021168137,0.020247548,0.041570624,0.060938101,0.020844445,0.060336177,0.262560252,-0.089330263,-0.008574656,0.127349831,0.036783378,-0.020177006,-0.000465254,0.108935192,-0.000957324,-0.05497391,0.016219404,0.064297307,0.00044374,-0.067833698,-0.099815157,-0.09603073,0.009882746,0.025722346,-0.049416465,0.027797039,0.027797039,0.012388073,0.031984507,0.168105994,0.46657754,0.060529859,0.004596186,0.019818468,0.057549337,0.02228153,0.005329637,0.018099026,0.019067608,-0.034109039,0.043376617,0.052757172,-0.065217391,-0.06870229,0.05104917
