Date,ACT,APD,CP,HHC,PAH,QSR,VRX,ZTS,HLF
2014-12-12,-0.01520912547528519,-0.036364954114054715,0.009788244214219421,-0.023847871364224393,-0.03837771478412555,-0.03541267888798194,-0.0012959320418743925,-0.025886199237400986,-0.04716281127887045
2014-12-15,0.015444015444015413,-0.005359914356730999,0.007936023460535901,-0.0173606201721771,-0.03809523982291341,-0.003388829788064096,-0.003965128485647118,-0.0007181936381148724,-0.04202116416547652
2014-12-16,-0.024638825095056993,-0.0036411301500084425,0.026488986898405287,-0.03213683051041116,-0.011315417789505733,0.004817180992288117,-0.00897514449985104,-0.02132254195365424,0.005382158234660928
2014-12-17,0.017074712255659596,0.030258728015894798,0.04284457942647757,0.06764677459321056,0.025274250132296006,0.02002251671123645,0.02249490246121688,0.006854400018869722,0.010171332704193459
2014-12-18,0.010923748813884693,0.024758727325490337,0.006462176727338953,0.021197625761938177,0.025581348837209195,0.05529445935754773,0.021428571428571352,0.04911258027720167,0.004239533426627862
2014-12-19,0.006218066350710982,0.017930052249581774,-0.0033408906502295777,0.0009090530303028643,0.041269843141489515,0.09772080353233537,0.02139858741258749,0.008342906271102013,0.0015830342172542533
2014-12-22,-0.014054827948217996,0.00537274410503108,0.0030901970248042865,0.004844081321680349,-0.0030487806205915513,-0.05298330796549844,-0.01300831183086848,-0.0022982879332732464,-0.012644863346809032
2014-12-23,-0.02208973061087316,0.005073398680406793,0.01806595155421853,-0.00030125038796524617,0.004368763843108914,-0.010584744098737109,-0.02504162666366172,-0.010135882034171928,0.008004242262539929
2014-12-24,-0.006565608750867535,0.0,-0.0006666813898956736,0.00369202830250126,0.0004349717268379294,0.0007642163327954421,-0.001565286341544958,0.02024667461699048,0.005293832855845171
2014-12-26,0.011368996987045632,0.0036343557397922055,-0.0009238271753786442,0.005179693444502309,0.00782608695652165,-0.006872004370278573,0.008052483317145365,0.008211688628965375,0.011584992101105973
2014-12-29,0.012174744442409402,-0.005230676787099764,0.006693444504916712,-0.009484608341356449,0.015961993097497906,-0.0035878833818175915,0.0028982608490892847,-0.004298696189772855,0.0026028632276349217
2014-12-30,-0.0024978633368003544,-0.007657343272855943,-0.01262330148567714,-0.005730302128843512,-0.005944756091072478,-0.0002572629429604678,0.008106076270743667,-0.014996591232879997,-0.012461033229491325
2014-12-31,-0.008321466046730008,-0.01509154711701155,-0.0026397228698947783,-0.010995655228469459,-0.008116232379325017,0.004373613279321287,0.0006292616241292404,-0.007381772506601325,-0.008937959807098772
